reaction,description,DSM27147_S345,M10_S153,M11_S154,M13_S155,M14_S347,M1_S149,M2_S150,M4_S151,M6_S346,M8_S152,W289_S348,W290_S156,W291_S157,W292_S349,W293_S158,W294_S159,W295_S160,W296_S350,W298_S161
CYTDK1,ATP:cytidine 5'-phosphotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CYTDK2,Cytidine kinase (GTP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CYTDt2pp,Cytidine transport in via proton symport (periplasm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CYTK1,Cytidylate kinase (CMP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CYTK2,Cytidylate kinase (dCMP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CYTOM,Cytosine 5 methyltransferase,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1
Clt,Major Facilitator(MFS) TCDB:2.A.1.14.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Cotpp,Co transport via diffusion (periplasm to cytosol),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuabc,Copper transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
D3AIBT,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DAAOP,D alanyl aminopeptidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DACHpts,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DACL,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DADA,Deoxyadenosine deaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DADK,Deoxyadenylate kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DADNt2,Deoxyadenosine transport in via proton symport,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
DAGK120,Diacylglycerol kinase (n-C12:0),1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
DAGK140,Diacylglycerol kinase (n-C14:0),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
DAGK141,Diacylglycerol kinase (n-C14:1),0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0
DAGK160,Diacylglycerol kinase (n-C16:0),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
DAGK161,Diacylglycerol kinase (n-C16:1),0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
DAGK180,Diacylglycerol kinase (n-C18:0),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
DAGK181,Diacylglycerol kinase (n-C18:1),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
DALAabcpp,D-alanine transport via ABC peptide transporter,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DALAt2pp,D-alanine transport in via proton symport (periplasm),0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
DALAtex,D-Alanine transport via diffusion (extracellular to periplasm),1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
DAPDA,"N-acetyl-L,L-diaminopimelate deacetylase",0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
DAPDC,Diaminopimelate decarboxylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DAPE,Diaminopimelate epimerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DAPabcpp,M-diaminopimelic acid ABC transport (periplasm),1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0
DASYN120,CDP-diacylglycerol synthetase (n-C12:0),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DASYN140,CDP-diacylglycerol synthetase (n-C14:0),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DASYN160,CDP-diacylglycerol synthetase (n-C16:0),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DASYN161,CDP-diacylglycerol synthetase (n-C16:1),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
DASYN180,CDP-diacylglycerol synthetase (n-C18:0),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DASYN181,CDP-diacylglycerol synthetase (n-C18:1),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DATCY,DATP:cytidine 5'-phosphotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DATUP,DATP:uridine 5'-phosphotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DC6PH,Diacetylchitobiose-6-phosphate hydrolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DCMPDA,DCMP deaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DCPDPS,DCPDPS,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
DCTCP,DCTP:cytidine 5'-phosphotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DCTPD,DCTP deaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DCTPD2_1,DCTP deaminase,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
DCTUP,DCTP:uridine 5'-phosphotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DCYTD,Deoxycytidine deaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DCYTt2,Deoxycytidine transport in via proton symport,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0
DDCAt2pp,Dodecanoate transport via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DDGLCNt2r,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DDGLK,2-dehydro-3-deoxygluconokinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DGAK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DGK1,Deoxyguanylate kinase (dGMP:ATP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DGNSK,Deoxyguanosine kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DGTCY,DGTP:cytidine 5'-phosphotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DGTUP,DGTP:uridine 5'-phosphotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DGUNC,Diguanylate cyclase,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DH23t,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHAK,Dihydroxyacetone kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHAt,Dihydroxyacetone transport via facilitated diffusion,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
DHBD,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHDPRx_r,Dihydrodipicolinate reductase (NADH) reversible,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHDPRy,Dihydrodipicolinate reductase (NADPH),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHDPS,Dihydrodipicolinate synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHEDAA,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
DHFR,Dihydrofolate reductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHFS,Dihydrofolate synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHNAOT,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
DHNAOT4,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DHNAOT_1,1 4 dihydroxy 2 naphthoate octaprenyltransferase,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0
DHNCOAS,"1,4-dihydroxy-2-napthoyl-CoA synthase",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DHNCOAT,"1,4-dihydroxy-2-napthoyl-CoA thioesterase",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DHNPA2r,Dihydroneopterin aldolase reversible,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHORD2,Dihydoorotic acid dehydrogenase (quinone8),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHORTS,Dihydroorotase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHPD,Dihydropyrimidinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHPDO,3 4 dihydroxyphenylacetate 2 3 dioxygenase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
DHPM2,Dihydropyrimidinase (dihydrothymine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHPPDA2,Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHPS2,Dihydropteroate synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHPTDCs,"4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)",0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
DHPTDCs2,"4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)",0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1
DHPt,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DHQS,3-dehydroquinate synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHQTi,"3-dehydroquinate dehydratase, irreversible",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DIACTt,Diacetyl diffusion,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1
DIPEPabc1,Dipeptide transport via ABC system  ala asp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DIPEPabc10,Dipeptide transport via ABC system  gly glu,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DIPEPabc12,Dipeptide transport via ABC system  met ala,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DIPEPabc13,Dipeptide transport via ABC system  gly asp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DIPEPabc14,Dipeptide transport via ABC system  gly pro L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DIPEPabc15,Dipeptide transport via ABC system  cgly,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DIPEPabc3,Dipeptide transport via ABC system  ala glu,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DIPEPabc8,Dipeptide transport via ABC system  gly asn,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DLMETR,Methionine racemase,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DMATT,Dimethylallyltranstransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DMBI,MNXR18583,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
DMGDH2,Dimethylglycine dehydrogenase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DMPPS_syn,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DMSOR1pp,Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMSOR2pp,Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMSOtex,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMStex,Dimethyl sulfide transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNMPPA,Dihydroneopterin monophosphate dephosphorylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DOP1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DOP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DPCOAK,Dephospho-CoA kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DPR,2-dehydropantoate 2-reductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRBK,Deoxyribokinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRIBt2,Deoxyribose transport in via proton symporter,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRIBtex_1,5-Deoxy-D-ribose transport by diffusion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRPA,Deoxyribose-phosphate aldolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRU1Ptex,S-methyl-5-thio-D-ribose 1-phosphate transport via diffusion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DTMPK,DTMP kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DTTGY,DTTP:cytidine 5'-phosphotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DTTUP,DTTP:uridine 5'-phosphotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DURAD,Dihydrouracil dehydrogenase (NADP),0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1
DURAD2,Dihydrothymin dehydrogenase (NADP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DURADx,Dihydrouracil dehydrogenase (NAD),1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0
DURIPP,Deoxyuridine phosphorylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DUTCP,DUTP:cytidine 5'-phosphotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DUTPDP,DUTP diphosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DUTUP,DUTP:uridine 5'-phosphotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DXPRIi,1-deoxy-D-xylulose reductoisomerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DXPS,1-deoxy-D-xylulose 5-phosphate synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DXYLUDtex,1-deoxy-d-xyluose transport,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
DXYLUDtpp,1-deoxy-d-xyluose transport,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
ECOAH9ir,2 Methylprop 2 enoyl CoA  2 Methylbut 2 enoyl CoA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EDA,2-dehydro-3-deoxy-phosphogluconate aldolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EDD,6-phosphogluconate dehydratase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENO,Enolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ETHAAL,Ethanolamine ammonia-lyase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ETHAt,Ethanolamine transport via diffusion  extracellular,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ETHAt6,Ethanolamine transport inout via proton symport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ETOHtrpp,Ethanol reversible transport via diffusion (periplasm),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EX_Ncbmpts_e,R_EX_Ncbmpts_e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
F1PP,D-fructose 1-phosphate phosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
F6PA,Fructose 6-phosphate aldolase,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
F6PP,D-fructose 6-phosphate phosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FA80ACPHi,Fatty-acyl-ACP hydrolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FACOAE140,Fatty-acid-CoA thioesterase (tetradecanoate),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FACOAE141,Fatty-acid-CoA thioesterase (tetradecenoate),1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FACOAE160,Fatty-acid-CoA thioesterase (hexadecanoate),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FACOAE161,Fatty-acid-CoA thioesterase (hexadecenoate),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FACOAE181,Fatty-acid-CoA thioesterase (octadecenoate),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FACOAL140,Fatty acid  CoA ligase  tetradecanoate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FACOAL141t2pp,Fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling),1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FACOAL160,Fatty acid  CoA ligase  hexadecanoate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FACOAL161,Fatty acid  CoA ligase  hexadecenoate,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
FACOAL161t2pp,Fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FACOAL181,Fatty acid  CoA ligase  octadecenoate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FADMQOR,Menaquinone:FAD oxidoreductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FADt,"FAD transporter, periplasm",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FADtex,"FAD transport, outer membrane",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FAO2,Fatty acid oxidation (n-C16:0),1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1
FAS181,Fatty acid synthase  n C181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FBA,Fructose-bisphosphate aldolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FBA2,D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FBP,Fructose-bisphosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FCLPA,L-fuculose 1-phosphate aldolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FCLT,Ferrochelatase,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
FCLT_2,Heme B synthesis reaction,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
FCOAH2,Formyl coa hydrolase,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDH,Formate dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FDH6r,FORMATE-DEHYDROGENASE-NADP+-RXN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FDMO2,FMNH2-dependent monooxygenase (methanesulfonate),1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
FDMOtau,FMNH2 dependent monooxygenase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
FE2abc,Iron (II) transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FE2t,Iron  II  transport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FE2t4pp,Iron(II) transport out via antiport (periplasm),1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
FE2tex,Iron (II) transport via diffusion (extracellular to periplasm),0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0
FE2tpp,Iron (+2) transport in via permease (no H+),1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1
FE3PYOVD2tonex,Ferrypioverdine  Pputida specific  Ton dependent transport,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FE3PYOVDDR2,Ferrypyoverdine  dissociation reduction  Pputida specific,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FE3PYOVDL2,Ferripyoverdine complex formation  P putida KT2440 specific,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FE3abc,Iron (III) transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FEDCabc,Iron  III  dicitrate transport via ABC system,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FFSD1r,Beta-fructofuranosidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FFSD_2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FGFT_1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FMNAT,FMN adenylyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FMNRx,FMN reductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FMNRx2,FMN reductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FNOR,Ferredoxin---NADP+ reductase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FNRR3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOLR2,Folate reductase,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORGLUt,Transport of N-Formimidoyl-L-Glutamate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FORt,Formate transport via diffusion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FRTT,Farnesyltranstransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FRUK,Fructose-1-phosphate kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FRUpts,D-fructose transport via PEP:Pyr PTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FRUpts2,Fructose transport via PEP:Pyr PTS (f6p generating),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FTCD,Formimidoyltransferase cyclodeaminase reversible,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FTHFCL,5 formethyltetrahydrofolate cyclo ligase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FTHFLi,Formate-tetrahydrofolate ligase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FUCpts,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FUM,Fumarase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FUMt2r,Fumarate reversible transport via symport,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
G1PACT,Glucosamine-1-phosphate N-acetyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G1PP,Glucose-1-phosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G1SAT,Glutamate-1-semialdehyde aminotransferase,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
G3PAT161,Glycerol-3-phosphate acyltransferase (C16:1),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
G3PEabcpp,Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm),0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
G3PEtex,Glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm),0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
G3PGabcpp,Sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm),0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0
G3PGtex,Glycerophoglycerol transport via diffusion (extracellular to periplasm),0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0
G3PT,Glycerol-3-phosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0
G6PBDH,Beta-D-Glucose-6-phosphate NADP+ 1-oxoreductase,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G6PDA,Glucosamine-6-phosphate deaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G6PDH2r,Glucose 6-phosphate dehydrogenase,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G6PP,Glucose-6-phosphate phosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GAL6PI,Galactose-6-phosphate isomerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GALCTD,Galactarate dehydratase,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
